doc_id,text_type,text_source,text_title
G64,BELLES-LETTRES,Mark Eccles,Shakespeare in Warwickshire
G65,BELLES-LETTRES,Timothy P. Donovan,Henry Adams & Brooks Adams
G66,BELLES-LETTRES,Van Wyck Brooks,From the Shadow of the Mountain
G67,BELLES-LETTRES,Mark Schorer,Sinclair Lewis: An American Life
G68,BELLES-LETTRES,Harris F. Fletcher,The Intellectual Development of John Milton
G69,BELLES-LETTRES,Mark R. Hillegas,Dystopian Science Fiction
G70,BELLES-LETTRES,Joseph W. Krutch,If You Don't Mind My Saying So
G71,BELLES-LETTRES,Joseph Frank,Andr� Malraux: The Image of Man
G72,BELLES-LETTRES,J W. Fulbright,For a Concert of Free
G73,BELLES-LETTRES,Carolyn See,The Jazz Musician as Patchen's Hero
G74,BELLES-LETTRES,John McCormick,The Confessions of Jean Jacques Krim
G75,BELLES-LETTRES,George Garrett,A Wreath for Garibaldi
H01,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,U. S Dep't of Commerce,Handbook of Federal Aids to Communities
H02,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,U. S. Dep't of State,An Act for International Development
H03,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,U. S. 87th Congress,House Document No. 487
H04,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,R. I. Legislative Council,State Automobiles & Travel Allowances
H05,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,R. I. Leglelative Council,Taxing of Movable Tangible Property
H06,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,R. I. Development Council,"Annual Report, 1960"
H07,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,R. I. Legislative Council,linlform Fiscal Year for Municipalities
H08,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,"John A. Notte, Jr.",R. I. Governor's Proclamations
H09,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,U. S. 87th Congress,"Public Laws 295, 300, 347"
H10,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,U. S. Dep't of Defense,Medicine in National Defense
H11,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,U. S. Dep't of Commerce,"1961 Reaearch Highlights, Nat'1 Bureau of Standards"
H12,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,U. S. 87th Congress,Legislation on Foreign Rels
H13,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,U. S. 87th Congreas,"Congressional Record: Extension of Remarks. May 2, 1961"
H14,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,"U. S. Dep't of Health, Education & Welfare ",Grants-in-Aid and Other Financial Assistance Programs
H15,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,U. S. Office of Civil and Defence Mobilization,The Family Fallout Shelter
H16,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,U. S. Reports,"Cases AdJudged in the Supreme Court, October Tenm 1960"
H17,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,U. S. Reports,"Cases AdJudged in the Supreme Court, October Tenm 1959-60"
H18,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,Dean Rusk,The Department of State
H19,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,Peace Corps,Fact Book
H20,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,U. S. Dep't of Agriculture,Development Program for the National Forests
H21,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,Dwight D. Eisenhower,"Public Papers, 1960-61"
H22,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,U. S. Dep't of State,U. S. Treatiea and Other International Agreements
H23,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,U. S. Federal Communications Commiasion,Pederal Communications Commission Reports
H24,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,U. S. Tresaury Dep't,Your Federal Income Tax
H25,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,Guggenheim Foundation,Report of the Secretary Gen'1
H26,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,Anonymous,A Brief Background of Brown & Sharpe
H27,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,Robert Leeson; Leesona Corporation,Leesona Corporation President's Report; More Efficient Production for Expanding Textile Markets
H28,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,Carleton College,Carleton College Bulletin
H29,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,Sprague Electric Company,Sprague Log
H30,MISCELLANEOUS: GOVERNMENT & HOUSE ORGANS,Carnegie Foundation,"Annual Report of Year Ending June 30, 1961"
J01,LEARNED,Cornell H. Mayer,Radio. Emission of the Moon and Planets
J02,LEARNED,R. C. Binder et al.,1961 Heat Transfer & Fluid Mechanics Institute
J03,LEARNED,Harry H. Hull,Normal Forces & Their Thermodynamic Significance
J04,LEARNED,James A. Ibers et al.,Proton Magnetic Resonance Study
J05,LEARNED,"John R. Van Wazer, ed.",Phosphorus and Its Compounds
J06,LEARNED,Francis J. Johnston & John E. Willard,Exchange Reaction Between C12 and CC14
J07,LEARNED,J. F. Vedder,Micrometeorites
J08,LEARNED,LeRoy Fothergill,Biological Warfare
J09,LEARNED,M. Yokayama et al,Chemical & Serological Characteristics
J10,LEARNED,B. J. D. Meeuse,The Story of Pollination
J11,LEARNED,Clifford H Pope,The Ciant Snakes
J12,LEARNED,Richard F McLaughlin et al.,A Study of the Subgross Pulmonary Anatomy
J13,LEARNED,S. Idell Pyle et al.,"Onsets, Completions & Spans"
J14,LEARNED,Jacob Robbins et al.,The Thyroid-Stimulating Hormone
J15,LEARNED,J. W. C. Hagstrom et. al.,Debilitating Muscular Weakness
J16,LEARNED,A. N. Nagaraj & L. M. Black,Localization of Wound-Tumor Virus Antigen
J17,LEARNED,E. Gellhorn,Prolegomena to a Theory of the Emotions
J18,LEARNED,Kenneth Hoffman & Ray Kunze,Linear Algebra
J19,LEARNED,Frederick Mosteller et al.,Probability with Statistical Applications
J20,LEARNED,R. P. Jerrard,Inscribed Squares in Plane Curves
J21,LEARNED,"C. R. Wylie, Jr.",Line Involutions in S3
J22,LEARNED,"Max F. Millikan & Donald L. Blackmer, editors",The Emerging Nations
J23,LEARNED,Joyce O. Hertzler,American Social Institutions
J24,LEARNED,Howard J. Parad,Preventive Casework: Problems & Implications
J25,LEARNED,Sister Claire M. Sawyer,Some Aspects of Fertility of a Tri-Racial Isolate
J26,LEARNED,Frank Lorimer,Demographic Information on Tropical Africa
J27,LEARNED,Dale L. Womble,Functional Marriage Course for the Already Married
J28,LEARNED,"William H. Ittelson & Samuel B. Kutash, editors",Perceptual Changes in Psychopathology
J29,LEARNED,Jesse W. Grimes & Wesley Allinsmith ,"Compulsivity, Anxiety & School Achievement"
J30,LEARNED,Raymond J. Corsini,Roleplaying in Business & Industry
J31,LEARNED,Harold Searles,Schizophrenic Communication
J32,LEARNED,Hugh Kelly & Ted Ziehe,Glossary Lookup Made Easy
J33,LEARNED,Ralph Bc Long,The Sentence & Tts Parts
J34,LEARNED,H.A. Cleason,Review of African Language Studies
J35,LEARNED,A. T. Kroeber,Semantic Contribution of Lexicostatistics
J36,LEARNED,D. F. Fleming,The Cold War & Its Origins
J37,LEARNED,Douglas Ashford,Elections' in Morocco: Progress or Confusion
J38,LEARNED,Committee for Economic Development,Distressed Areas in a Growing Economy
J39,LEARNED,William O'Connor,"Stocks, Wheat & Pharaohs"
J40,LEARNED,James J. O'Leary,The outlook for Interest Rates in 1961
J41,LEARNED,Allan J. Braff & Roger F. Miller,Wage-Price Policies Under Public Pressure
J42,LEARNED,Morton A. Kaplan ~ Nicholas Katzenbach ,The Political Foundation of Internationa1 Law
J43,LEARNED,Wallace Mendelson,Justices Black & Frankfurter
J44,LEARNED,"J. Mitchell Reese, Jr,",Reorganization Transfers
J45,LEARNED,Albert Schreiber et al.,Defense Procurement & Small Business
J46,LEARNED,Irving Perluss,Agricultural Labor Disputes in California 1960
J47,LEARNED,William S. Ragan,Teaching America's Children.
J48,LEARNED,Paul Cooke,Desegregated Education in the Middle-South Region
J49,LEARNED,Robert J. Havighurst,Social-Class Influences on American Education
J50,LEARNED,James C. Bonbright,Principles of Public Utility Rates
J51,LEARNED,Irving L. Horowitz,"Philosophy, Science & the Sociology of Knowledge"
J52,LEARNED,Brand Blanshard,The Emotive Theory
J53,LEARNED,William S. Haymond,Is Distance an Original Factor in Vision?
J54,LEARNED,Chester G. Starr,The Origins of Greek Civilization 1100-650 B. C
J55,LEARNED,Jim B. Pearson,The Maxwell Land Grant
J56,LEARNED,Edwin L. Bigelow & Nancy H. Otis,"Manchester, Vermont, A Pleasant Land"
J57,LEARNED,J. H. Hexter,Thomas More: on the Margins of Modernity
J58,LEARNED,"John M, Ray",Rhode Island's Reactions to John Brown's Raid
J59,LEARNED,Clement Greenberg,Collage
J60,LEARNED,Robert A. Futterman,The Future of Our Cities
J61,LEARNED,Allyn Cox,Completing & Restoring the Capitol Frescos
J62,LEARNED,Jimmy Ernst,A Letter to Artists of the Soviet Union
J63,LEARNED,John H. Schaar,"Escape from Authority, Perspectives of Erich Fromm"
J64,LEARNED,Katherine G. McDonald,Figures of Rebellion
J65,LEARNED,Samuel Hynes,The Pattern of Hardy's Poetry
J66,LEARNED,Kenneth Rexroth,Disengagament: The Art of the Beat Generation
J67,LEARNED,William Whallon,The Diction of Beowulf
J68,LEARNED,Charles R. Forker,The Language of Hands in Great Expectations
J69,LEARNED,I. B. M. Corporation,"IBM 7070, Autocoder Reference Manual"
J70,LEARNED,Ross E. McKinney & Howard Edde,Aerated Lagoon for Suburban Sewage Disposal
J71,LEARNED,Thomas D. McGrath,Submarine Defense
J72,LEARNED,Mellon Institute,"Annual Report; 1960, Independent Research"
J73,LEARNED,Nat'l Research Council,Directory of Continuing Numerical Data Projects
J74,LEARNED,Harlan W. Nelson,Food Preservation by Ionizing Radiation
J75,LEARNED,W. K. Asbeck,Forces in Coatings Removal Knife Cutting Method
J76,LEARNED,"Joel Frados, editor",Survey of Foamed Plastics
J77,LEARNED,"William D. Appel, editor",1961 Technical Manual of American Ass'n of Textile Chemists & Colorists
J78,LEARNED,Paul J. Dolon & Wilfrid F. Niklas ,Gain & Resolution of Fiber Optic Intensifier
J79,LEARNED,Rutherford Aris,The O'ptim.A1 Design of Chemical Reactors
J80,LEARNED,C. J. Savant Jr. & R. C. Howard,Principles of Inertial Navigation
K01,FICTION: GENERAL,Christopher Davis,First Family
K02,FICTION: GENERAL,Clayton C. Barbeau,The Ikon
K03,FICTION: GENERAL,Tristram Coffin,Not to the Swift
K04,FICTION: GENERAL,W. E. B. Du Bois,Worlds of Color
K05,FICTION: GENERAL,David Stacton,The Judges of the Secret Court
K06,FICTION: GENERAL,Louis Zara,Dark Rider
K07,FICTION: GENERAL,Francis Pollini,Night
K08,FICTION: GENERAL,Guy Endore,Voltaire! Voltaire!
K09,FICTION: GENERAL,Howard Fast,April Morning
K10,FICTION: GENERAL,Gladys H. Barr,The Master of & Geneva
K11,FICTION: GENERAL,Robert Penn Warren,Wilderness
K12,FICTION: GENERAL,Gerald Green,The Heartless Light
K13,FICTION: GENERAL,William Maxwell,The Chateau
K14,FICTION: GENERAL,Irving Stone,The Agony & the Ecstasy
K15,FICTION: GENERAL,Ann Hebson,The Lattimer Legend
K16,FICTION: GENERAL,Stephen Longstreet,Eagles Where I Walk
K17,FICTION: GENERAL,Leon Uris,Mila 8
K18,FICTION: GENERAL,John Dos Passos,Midcentury
K19,FICTION: GENERAL,Robert J Duncan,The Voice of Strangers
K20,FICTION: GENERAL,Guy Bolton,The Olympians
K21,FICTION: GENERAL,Bruce Palmer,My Brother's Keeper
K22,FICTION: GENERAL,John Cheever,The Brigadier & the Golf Widow
K23,FICTION: GENERAL,Prieda Arkin,The Tight of the Sea
K24,FICTION: GENERAL,W. H. Gass,The Pedersen Kid
K25,FICTION: GENERAL,Arthur Miller,The Prophecy
K26,FICTION: GENERAL,Jane G. Rushing,Against the Moon
K27,FICTION: GENERAL,E. Lucas Myers,The Vindication of Dr. Nestor
K28,FICTION: GENERAL,Sallie Bingham,Moving Day
K29,FICTION: GENERAL,Marvin Schiller,The Sheep's in the Meadow.
L01,FICTION: MYSTERY,Winfred Van Atta,Shock Treatment
L02,FICTION: MYSTERY,A. A. Fair,Bachelors Get Lonely
L03,FICTION: MYSTERY,Amber Dean,Encounter With Evil
L04,FICTION: MYSTERY,David Alexander,Bloodstain
L05,FICTION: MYSTERY,Brett Halliday,The Careless Corpse
L06,FICTION: MYSTERY,Thomas B. Dewey,Hunter at Large
L07,FICTION: MYSTERY,Genevieve Golden,Deadlier Than the Male
L08,FICTION: MYSTERY,Dell Shannon,The Ace of Spades
L09,FICTION: MYSTERY,Mignon G. Eberhart,"The Cup, the Blade or the Swords"
L10,FICTION: MYSTERY,Harry Bleaker,Impact
L11,FICTION: MYSTERY,Hampton Stone,The Man Who Looked Death in the Eye
L12,FICTION: MYSTERY,Whit Masterson ,"Evil Come, Evil Go"
L13,FICTION: MYSTERY,Dolores Hitchens,Footsteps in the Night
L14,FICTION: MYSTERY,Frances & Richard Lockridge,Murder Has Its Points
L15,FICTION: MYSTERY,Doris M. Disney,Mrs. Meeker's Money
L16,FICTION: MYSTERY,Alex Gordon,The Cipher
L17,FICTION: MYSTERY,Brent James,Night of the Kill
L18,FICTION: MYSTERY,George H. Coxe,Error of Judgment
L19,FICTION: MYSTERY,Brad Williams,Make a Killing
L20,FICTION: MYSTERY,Ed Lacy,Death by the Numbers
L21,FICTION: MYSTERY,Helen McCloy,The Black Disk
L22,FICTION: MYSTERY,S. L. M. Barlow,Monologue of Murder
L23,FICTION: MYSTERY,J. W. Rose,Try My Sample Murders
L24,FICTION: MYSTERY,Fredric Brown,The Murders
M01,FICTION: SCIENCE,Robert Heinlein ,Stranger in a Strange Land
M02,FICTION: SCIENCE,Philip J. Farmer,The Lovers
M03,FICTION: SCIENCE,James Blish,The Star Dwellers
M04,FICTION: SCIENCE,Jim Harmon,The Planet with No Nightmare
M05,FICTION: SCIENCE,Anne McCaffrey,The Ship Who Sang
M06,FICTION: SCIENCE,Cordwainer Smith ,A Planet Named Shayol
N01,FICTION: ADVENTURE,Wayne D. Overholser,The Killer Marshall
N02,FICTION: ADVENTURE,Clifford Irving ,The Valley
N03,FICTION: ADVENTURE,Cliff Farrell ,The Trail of the Tattered Star
N04,FICTION: ADVENTURE,James D. Horan,The Shadow Catcher
N05,FICTION: ADVENTURE,Richard Ferber,Bitter Valley
N06,FICTION: ADVENTURE,Thomas Anderson,Here Comes Pete Now
N07,FICTION: ADVENTURE,Todhunter Ballard,The Night Riders
N08,FICTION: ADVENTURE,Mary Savage,Just for Tonight
N09,FICTION: ADVENTURE,Jim Thompson,The Transgressors
N10,FICTION: ADVENTURE,Joseph Chadwick,No Land Is Free
N11,FICTION: ADVENTURE,Gene Caesar,Rifle for Rent
N12,FICTION: ADVENTURE,Edwin Booth,Outlaw Town
N13,FICTION: ADVENTURE,Martha F. McKeown,Mountains Ahead
N14,FICTION: ADVENTURE,Peter Field,Rattlesnake Ridge
N15,FICTION: ADVENTURE,Donald J. Plantz,Sweeney Squadron
N16,FICTION: ADVENTURE,Ralph J. Salisbury,On the Old Sante Fe Trail to Siberia
N17,FICTION: ADVENTURE,Richard S. Prather,The Bawdy Beautiful
N18,FICTION: ADVENTURE,Peter Bains,With Women Education Pays off
N19,FICTION: ADVENTURE,David Jackson,The English Gardens
N20,FICTION: ADVENTURE,T. C. McClary,The Flooded Dearest
N21,FICTION: ADVENTURE,C. T. Sommers,The Beautiful Mankillers of Eromonga
N22,FICTION: ADVENTURE,Gordon Johnson,A Matter of Curiosity.
N23,FICTION: ADVENTURE,Wheeler Hall,Always Shoot to Kill
N24,FICTION: ADVENTURE,T. K. Brown III,The Fifteenth Station
N25,FICTION: ADVENTURE,Wesley Newton,Aid & Comfort to the Enemy
N26,FICTION: ADVENTURE,Paul Brock,Toughest Lawman in the Old West
N27,FICTION: ADVENTURE,James Hines & James Morris,Just Any Girl
N28,FICTION: ADVENTURE,Ralph Grimshaw,"Mrs. Hacksaw, New Orleans Society Killer"
N29,FICTION: ADVENTURE,Harlan Ellison,Riding the Dark Train Out
P01,FICTION: ROMANCE,Octavia Waldo,A Cup of the Sun
P02,FICTION: ROMANCE,Ann Ritner,Seize a Nettle
P03,FICTION: ROMANCE,Clark McMeekin,The Fairbrothers
P04,FICTION: ROMANCE,B. J. Chute,The Moon & the Thorn
P05,FICTION: ROMANCE,Allan R. Bosworth,The Crows of Edwina Hill
P06,FICTION: ROMANCE,Richard Tiernan,Land of the Silver Dollar
P07,FICTION: ROMANCE,Vina Delmar,The Big Family
P08,FICTION: ROMANCE,R. Leslie Course,With Gall & Honey
P09,FICTION: ROMANCE,Jesse Hill Ford,Mountains of Gilead
P10,FICTION: ROMANCE,Jay Williams,The Forger
P11,FICTION: ROMANCE,Bessie Breuer,Take Care of My Roses
P12,FICTION: ROMANCE,Morley Callaghan,A Passion in Rome
P13,FICTION: ROMANCE,Frank B. Hanes,The Fleet Rabble
P14,FICTION: ROMANCE,"Livingston Biddle, Jr.",Sam Bentley's Island
P15,FICTION: ROMANCE,Loretta Burrough,The Open Door
P16,FICTION: ROMANCE,Margery F. Brown,A Secret Between Friends
P17,FICTION: ROMANCE,Al Hine,The Huntress
P18,FICTION: ROMANCE,Anonymous,No Room in My Heart to For Give
P19,FICTION: ROMANCE,Anonymous,This Cancer Victim May Ruin My Life
P20,FICTION: ROMANCE,Spencer Norris,Dirty Dog Inn
P21,FICTION: ROMANCE,Elizabeth Spencer,The White Azalea
P22,FICTION: ROMANCE,Anonymous,A Husband Stealer from Way Back
P23,FICTION: ROMANCE,Barbara Robinson,Something Very Much in Common
P24,FICTION: ROMANCE,Samuel Elkin,The Ball Player
P25,FICTION: ROMANCE,William Butler,The Pool at Ryusenji
P26,FICTION: ROMANCE,Ervin D. Krause,The Snake
P27,FICTION: ROMANCE,Lee McGiffin,Measure of a Man
P28,FICTION: ROMANCE,Carol Hoover,The Shorts on the Bedroom Floor
P29,FICTION: ROMANCE,Robert Carson,My Hero
R01,HUMOR,Anita Loos,No Mother to Guide Her
R02,HUMOR,Jean Mercier,"Whatever You Do, Don't Panic"
R03,HUMOR,Patrick Dennis,Little Me
R04,HUMOR,Edward Streeter,The Chairman of the Bored
R05,HUMOR,Evan Esar,Humorous English
R06,HUMOR,James Thurber,"The Future, If Any, of Comedy"
R07,HUMOR,John H. Wildman,Take It Off
R08,HUMOR,Leo Lemon,Catch Up With; Something to Talk About
R09,HUMOR,S. J. Perelman,The Rising Gorge